# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
سوز	soaz
سوزاں	sozaa
سوزش	soozish
سوزن	sozen
سوزو	sozo
سوزوکی	suzuki
سوزی	suzi
سوسائٹی	society
سوسائٹیاں	sosaytyan
سوسائٹیوں	sosaytyon
سوسائیٹی	sosayiti
سوسات	sosat
سوساٹھ	sosath
سوسایٹی	sosayti
سوستر	sostr
سوسن	sosan
سوسولہ	sosolh
سوشل	social
سوشلزم	soshlzm
سوشلسٹ	socialist
سوشیالوجی	soshyaloji
سوغات	soghaat
سوف	souf
سوفٹ	soft
سول	soul
سولا	sola
سولانا	solana
سولجر	soldier
سولر	solr
سولنگی	solngi
سولو	solo
سولونو	solonso
سولھویں	solhween
سولہ	solah
سولہواں	solhwan
سولہویں	solhween
سولی	suli
سولین	solin
سوم	soum
سوما	summa
سومرو	somro
سومنات	somnat
سومناتھ	somnath
سومی	somi
سون	soon
سونئیر	sonyir
سونا	sona
سونار	sunaar
سونامی	tsunami
سونتے	sonte
سونو	sonu
سونوے	sonoe
سونپ	saump
سونپا	sonpa
سونپنا	sonpna
سونپنے	sonpne
سونپی	sonpi
سونپے	sonpe
سونگ	song
سونگھ	sungh
سونگھا	songha
سونگھنا	songhna
سونگھنے	soonghnay
سونی	sooni
سونیا	sonia
سونیری	soniri
سونے	sonay
سوو	svo
سوویت	soviet
سوویٹ	svoyt
سوویں	svoyn
سوٹ	suit
سوٹا	sutta
سوپ	soop
سوپر	super
سوپندرہ	sopndrh
سوپچاسی	sopchasi
سوپچانوے	sopchanoe
سوچ	soch
سوچئے	sochye
سوچا	socha
سوچالیس	sochalis
سوچتا	sochta
سوچتے	sochte
سوچنا	sochna
سوچنے	sochnay
سوچو	socho
سوچون	sochon
سوچوں	sochon
سوچھبیس	sochhbis
سوچی	sochi
سوچیئے	sochiye
سوچیں	sochen
سوچیے	sochiye
سوچے	soochey
سوڈا	sodda
سوڈان	soudan
سوڈانی	sodani
سوڈانیوں	sodanyon
سوکارنو	sokarno
سوکر	sokar
سوکلو	soklo
سوکھ	sookh
سوکھا	sookha
سوکھنے	sokhne
سوکھے	sokhey
سوگ	sog
سوگوار	sogwaar
سوگواران	sogwaran
سوگواروں	sogwaron
سوگیارہ	sogyarh
سوں	soon
سوہ	sooh
سوہا	soha
سوہاوہ	sohavh
سوہنے	sohney
سوی	sawi
سویا	soya
سویت	soyt
سویرا	sawera
سویرے	saweray
سویز	soyz
سویس	soys
سویلین	civilian
سویٹ	sweet
سویٹزرلینڈ	switzerland
سویڈش	soydsh
سویڈن	swedan
سویں	suween
سي	si
سياسی	siyasi
سيد	syed
سيدنا	syedna
سيز	says
سيف	saif
سيلاب	selaab
سيلابی	selabi
سينا	seena
سينٹی	centi
سينکڑوں	senkron
سينہ	seenah
سيکيورٹی	security
سٹ	st
سٹا	satta
سٹائل	stayl
سٹائن	stayn
سٹار	star
سٹارز	stars
سٹارٹ	start
سٹاف	staff
سٹالن	stalin
سٹاپ	stap
سٹاک	stak
سٹراس	stras
سٹرانگ	strang
سٹرلنگ	strlng
سٹروک	strok
سٹريٹيجک	stritijk
سٹرپ	strp
سٹرکچر	strkchr
سٹریس	stris
سٹریم	strim
سٹریٹ	strit
سٹریٹجک	strategic
سٹریٹیجی	stritiji
سٹریچر	strichr
سٹس	sits
سٹلائیٹ	stlayit
سٹمپ	stmp
سٹنگر	stngr
سٹو	stow
سٹور	stor
سٹورم	strom
سٹوری	stori
سٹوریج	storij
سٹون	stone
سٹوو	stove
سٹوپا	stopa
سٹوڈنٹ	stodnt
سٹوڈنٹس	stodnts
سٹوڈیو	stodyo
سٹڈ	std
سٹڈيز	studies
سٹڈیز	studies
سٹک	stk
سٹہ	satta
سٹی	city
سٹیج	stij
سٹیزن	stizn
سٹیشن	station
سٹیشنوں	stationon
سٹیفن	stephin
سٹیفورڈ	stiford
سٹیل	stil
سٹیم	stem
سٹین	stain
سٹینر	stinr
سٹینفورڈ	stinford
سٹینلے	stinle
سٹینڈ	stind
سٹینڈرڈ	stindrd
سٹیورٹ	styort
سٹیون	steven
سٹیونز	styonz
سٹیٹ	stit
سٹیٹس	stits
سٹیڈیم	stadium
سٹے	sattay
سپ	sip
سپارک	spark
سپارکس	thichr
سپارکو	sparko
سپاس	sapas
سپاسنامہ	spasnamh
سپانسر	spansr
سپاٹ	sapat
سپاہ	sipahh
سپاہيوں	sipahiyon
سپاہی	sipahi
سپاہیانہ	spahyanh
سپاہیوں	sipahiyon
سپت	sapath
سپتک	saptak
سپر	super
سپرانٹنڈنٹ	sprantndnt
سپرد	supurd
سپردگی	supurdagi
سپرنٹنڈنٹ	sprntndnt
سپرنگ	spring
سپرٹ	sprt
سپرٹینڈنٹ	supertendant
سپرپاور	sprpavr
سپرہٹ	sprht
سپریم	sprim
سپرے	spre
سپل	spl
سپلائر	splayr
سپلائز	splayz
سپلائی	supply
سپن	spn
سپنا	sapna
سپنر	spinner
سپنسر	spencer
سپنے	sapnay
سپوت	spot
سپورٹ	support
سپورٹس	sports
سپيشل	an
سپيچ	spich
سپہ	sipah
سپی	spy
سپیرٹ	spirt
سپیرے	spire
سپیس	space
سپیشل	special
سپین	spin
سپینسر	spinsr
سپیڈ	speed
سپیک	speak
سپیکر	speaker
سپیکٹرم	spiktrm
سچ	sach
سچا	sacha
سچائی	sachaai
سچائیوں	sachaiyon
سچل	sachal
سچن	sachin
سچویشن	situation
سچی	sachhi
سچین	schin
سچے	sachey
سڈ	sed
سڈنی	sydney
سڑ	sarr
سڑاند	saraand
سڑسٹھ	sarsath
سڑن	saran
سڑنا	sarna
سڑنے	sarnay
سڑک	sarrak
سڑکوں	sarkon
سڑکیں	sarkain
سک	suck
سکا	saka
سکاؤٹ	skaot
سکاؤٹس	skaots
سکائی	sky
سکالر	skalr
سکالرز	skalrz
سکالرشپ	skalrshp
سکاوٹس	skavts
سکاٹ	scot
سکاٹش	skatsh
سکاچ	skach
سکت	sakt
سکتا	sakta
سکتاہے	sktahe
سکتہ	saktah
سکتی	sakti
سکتیں	sakteen
سکتے	satke
سکر	sakar
سکردو	skrdo
سکرنڈ	skrnd
سکرٹ	skrt
سکرپٹ	script
سکری	screy
سکرین	screen
سکریٹری	secretary
سکریپ	sukrap
سکس	six
سکستھ	sksth
سکم	skm
سکنا	sakana
سکنات	saknaat
سکند	sknd
سکندر	sikandar
سکندرآباد	skndraabad
سکندراعظم	skndraazm
سکندرحیات	skndrhyat
سکندری	sikandari
سکنے	saknay
سکو	sakuu
سکواش	skwash
سکواڈ	squad
سکواڈرن	skwadrn
سکوبی	skobi
سکوت	sukut
سکور	score
سکول	shool
سکولز	skolz
سکولوں	schoolon
سکون	sukoon
سکونت	sukoonat
سکونتی	sukoonti
سکوپئے	skopye
سکوں	sakun
سکيں	saken
سکپ	skp
سکڈ	skid
سکڑ	skrh
سکڑا	sukra
سکڑتی	sukarti
سکڑنا	sukarna
سکڑنے	sukarnay
سکھ	sukh
سکھا	sikha
سکھائی	sikhayi
سکھائے	sikhayiye
سکھاتا	sakata
سکھاتی	sikhati
سکھاتے	sikhate
سکھانا	sikhana
سکھانے	sikahnay
سکھایا	sikhaya
سکھر	sukkur
سکھلا	sikhla
سکھوں	sukhnon
سکھے	sikhe
سکہ	sikka
سکی	saki
سکیئنگ	skiyng
سکیل	skil
سکیم	scheme
سکین	sakin
سکینر	skinr
سکینڈ	skind
سکینڈری	skindri
سکینڈل	skindl
سکینڈلز	skindlz
سکینڈے	skinde
سکینہ	sakeena
سکیورٹی	security
سکیورٹیز	skyortiz
سکیولر	skyolr
سکیٹ	sakait
سکیڑنا	sukairna
سکیں	saken
سکے	sakay
سگ	sagh
سگا	saga
سگالی	sgali
سگریٹ	cigrette
سگما	sigma
سگمنڈ	sgmnd
سگنل	signal
سگی	sagy
سگے	sage
سھیل	shil
سہ	sah
سہار	sihar
سہارا	sahara
سہارن	sharn
سہارنپوری	sharnpori
سہاروں	saharon
سہارہ	saharaa
سہارے	saharay
سہالہ	shalh
سہام	saham
سہامی	sahamii
سہانا	suhana
سہانے	suhane
سہاگ	suhaag
سہاگن	suhagan
سہاگہ	suhaga
سہتا	sehta
سہر	sehr
سہرا	sehra
سہراب	sohrab
سہروردی	soherwerdi
سہل	sahal
سہلا	sahala
سہلانے	sahalane
سہما	sehma
سہمی	sehmi
سہمے	sehmay
سہن	sehan
سہنا	sehna
سہنی	sehni
سہنے	sehney
سہو	saho
سہولت	sahoolat
سہولتوں	sahulaton
سہولتیں	saholaten
سہولیات	sahuliyaat
سہگل	shgl
سہہ	seh
سہی	sahi
سہیل	sohail
سہیلی	saheli
سہیلیوں	saheliyo
سی	si
سیئرز	sears
سیا	siya
سیاح	sayah
سیاحت	sayahat
سیاحتی	sayahati
سیاحوں	sayaho
سیاحی	syahi
سیادت	siyadat
سیار	siyar
سیاروں	sayyaron
سیارچوں	syarchon
سیارچہ	syarch_h
سیارچے	syarche
سیارہ	sayarah
سیارے	sayaray
سیاست	siyasat
سیاستدان	sayasatdan
سیاستدانوں	syastdanon
سیاستداں	sayasatdan
سیاسی	siyasi
سیاسیات	sayasiyat
سیاف	siyaf
سیاق	sayaq
سیال	seyal
سیالوی	syaloy
سیالکوٹ	sialkot
سیالکوٹی	syalkoti
سیام	siyaam
سیان	cyan
سیانا	sayana
سیانے	syane
سیاچن	syachn
سیاچین	siachin
سیاہ	siyah
سیاہی	siyahi
سیب	saib
سیبل	sable
سیبی	seebi
سیتا	sita
سیتاپور	sitapor
سیتو	sito
سیتہ	sit_h
سیتی	sitti
سیج	sej
سیح	seeh
سیحا	siha
سیخ	seekh
سید	syed
سیدا	siida
سیداں	sidan
سیدنا	syedna
سیدو	saidu
سیدوں	sidon
سیدگی	seedgi
سیدھ	seedh
سیدھا	seedha
سیدھی	seedhi
سیدھے	seedhay
سیدہ	sayeda
سیدۃ	sayeda
سیدی	sidi
سیر	sair
سیرا	sera
سیراب	sairaab
سیرت	seerat
سیرم	serum
سیرو	siro
سیری	sairy
سیریز	series
سیریل	serial
سیریلز	cereals
سیرینا	sirina
سیز	says
سیزر	sezar
سیزن	season
سیستان	seestan
سیسل	sisl
سیسم	seisem
سیسٹم	sistm
سیسہ	seesa
سیسی	seesi
سیسے	seesay
سیشن	session
سیف	saif
سیفٹی	safety
سیفی	saifi
سیفیہ	sifih
سیل	sale
سیلاب	selaab
سیلابوں	sailaabon
سیلابی	selabi
سیلان	silan
سیلانی	selani
سیلر	seller
سیلرز	sailors
سیلز	sales
سیلس	sils
سیلسیس	silsis
سیلف	self
سیلمان	silman
سیلواڈور	silwador
سیلون	silon
سیلوٹ	silot
سیلی	sally
سیلیبریٹی	silibriti
سیلے	sile
سیم	same
سیما	seema
سیماب	simab
سیمت	simt
سیمز	seems
سیمسن	simsn
سیمنا	simna
سیمنار	simnar
سیمنٹ	cement
سیموئل	simoyl
سیموئیل	simoyil
سیمور	simor
سیمون	samone
سیمویل	simoyl
سیمپل	sample
سیمی	simi
سیمین	simine
سیمینار	seminar
سیمینارز	siminarz
سیمیناروں	siminaron
سیمیں	simin
سین	scene
سینئر	senior
سینئیر	sinyir
سینا	seena
سینائی	sinayi
سینتالیس	sintalis
سینتیس	sintis
سینس	sense
سینسر	sensor
سینسرشپ	sinsrshp
سینسس	sences
سینما	cinema
سینماؤں	sinmaon
سینوں	seenon
سینٹ	senate
سینٹر	center
سینٹرز	centers
سینٹرل	central
سینٹرو	sintro
سینٹروں	sintron
سینٹس	cents
سینٹو	sinto
سینٹی	centi
سینچری	sinchri
سینچریاں	sinchryan
سینڈ	send
سینڈبلاسٹنگ	sandblasting
سینڈر	sender
سینڈروم	sindrom
سینڈل	sandle
سینڈوچ	sandwich
سینڈک	sindk
سینڈی	sindi
سینکڑوں	senkron
سینگ	seeng
سینگوں	seengon
سینہ	seenah
سینۂ	seenah
سینی	saini
سینیئر	siniyr
سینیارٹی	sinyarti
سینیٹ	senate
سینیٹر	senetor
سینیٹرز	senetors
سینیٹیشن	sinitishn
سینیگال	sinigal
سینے	seenay
سیو	seve
سیوا	siwa
سیور	severe
سیورج	syorj
سیوریج	sewarej
سیول	syol
سیون	seven
سیونگ	saving
سیوی	syoy
سیٹ	set
سیٹل	settle
سیٹلائٹ	satellite
سیٹلائٹس	satellites
سیٹلائیٹ	satellite
سیٹلمنٹ	sitlmnt
سیٹنگ	setting
سیٹوں	siton
سیٹھ	sith
سیٹھی	sithi
سیٹی	seeti
سیٹیں	sitin
سیپ	seep
سیپی	seepe
سیپیاں	seepiyan
سیپیوں	sepion
سیڈر	sidr
سیڑھی	seerhi
سیڑھیاں	seedhiyan
سیڑھیوں	seerihoon
سیک	seek
سیکرٹ	sikrt
سیکرٹری	secretary
سیکرٹریٹ	secreteriat
سیکریٹ	secret
سیکریٹری	secretary
سیکریٹریٹ	secreteriat
سیکریٹیریٹ	quran
سیکریڑی	sikrirhi
سیکسن	saxon
سیکشن	section
سیکنڈ	second
سیکنڈری	sikndri
سیکنڈوں	sikndon
سیکوئل	sikoyl
سیکورٹی	security
سیکوریٹی	sikoriti
سیکولر	sikolr
سیکولرازم	sikolrazm
سیکولرزم	sikolrzm
سیکٹر	siktr
سیکٹرز	siktrz
سیکٹری	sectory
سیکڑوں	secron
سیکھ	seekh
سیکھا	seekha
سیکھتا	seekhta
سیکھتے	sikhte
سیکھنا	seekhna
سیکھنی	sekhne
سیکھنے	seekhnay
سیکھی	sikhi
سیکھیں	sekhen
سیکھے	sekhe
سیکیورٹی	security
سیکیوریٹی	sikyoriti
سیکیوریٹیز	securities
سیگل	sigl
سیہون	sihon
سے	se
سےآرہے	se
سےآزاد	is
سےآزادی	se
سےاس	se
سےاسی	se
سےاقتدار	taraf
سےاپنی	abhi
سےرقیق	ki
سےروایت	se
سےسوویت	se
سےصفا	mukammal
سےطبی	ki
سےمنی	se
سےپہلےیاد	rawaangi
سےکرنا	is
سےکہا	salam
ش	sh
شئیر	share
شئے	shye
شا	sha
شائبہ	shaiyba
شائد	shaed
شائر	shire
شائستگی	shaistagi
شائستہ	shaista
شائع	shaya
شائقین	shaiqeen
شائید	shayid
شاباش	shabash
شاخ	shaakh
شاخسار	shakhsaar
شاخوں	shaakhon
شاخہ	shakha
شاخیں	shaakhen
شاد	shaad
شاداب	shadaab
شادابی	shadabi
شاداں	shadan
شادمانی	shadmani
شادی	shadi
شادیاں	shadian
شادیوں	shadion
شاذ	shaz
شاذونادر	shazonadr
شار	shar
شارجہ	sharjah
شارح	sarah
شارع	shara
شارق	shariq
شارل	sharal
شارلٹ	sharlt
شاروں	sharoon
شارٹ	short
شارٹس	sharts
شارپ	sharp
شارک	shark
شارکی	sharki
شارہ	shareh
شاری	shari
شاز	shaz
شازونادر	shazonader
شازی	shazi
شازیہ	shazia
شاستری	shastri
شاطر	shatir
شاطرانہ	shatirana
شاعر	shayar
شاعرات	shaarat
شاعرانہ	shayarana
شاعروں	shayron
شاعرہ	shaeirah
شاعری	shairi
شاعرے	shaairy
شاغل	shaghil
شافعی	shafi
شاق	shaq
شاقہ	shaqeh
شال	shaal
شالا	shala
شالامار	shalamar
شالوں	shalon
شالہ	shalh
شالیمار	shalimar
شالیں	shalin
شام	shaam
شامت	shamat
شامزئی	shamzyi
شامل	shaamil
شاموں	garmiyon
شامہ	shamah
شامی	shami
شامیوں	shamyon
شامیں	shamen
شان	shaan
شانتی	vijay
شاندار	shandaar
شانزدہم	shanzd_hm
شانزی	shanzy
شانوں	shaanon
شانگلہ	shangla
شانہ	shana
شانے	shanay
شاوات	shawat
شاور	shower
شاویز	shaviz
شاویہ	jo
شاٹ	shat
شاٹس	shots
شاپ	shop
شاپنگ	shopping
شاپور	shapur
شاک	shak
شاکر	shakir
شاکی	shaaki
شاگر	shagr
شاگرد	shagird
شاگردوں	shagrdon
شاگردی	shagirdi
شاھ	shah
شاھکار	shahkar
شاہ	shah
شاہان	shahan
شاہانہ	shahana
شاہانی	shahani
شاہت	shaahat
شاہجہان	shahj_han
شاہجہاں	shahjehan
شاہد	shahid
شاہدرہ	shahdrh
شاہدہ	shahida
شاہدین	shahideen
شاہر	shahir
شاہراؤں	shahrahon
شاہراوں	shahraon
شاہراہ	shahrah
شاہراہوں	shaahrahon
شاہراہیں	shahrahin
شاہسوار	shahswar
شاہنامہ	shahnamh
شاہنواز	shahnawaz
شاہو	shaho
شاہين	shaheen
شاہکار	shahkaar
شاہی	shahi
شاہین	shaheen
شاہیں	shahin
شایان	shayan
شایاں	shayaan
شاید	shayad
شایع	shaya
شب	shab
شباب	shabab
شبان	shaban
شبانہ	shabana
شباہت	shabahat
شبد	shabd
شبستان	shabistan
شبلی	shibli
شبنم	shabnam
شبکہ	shabka
شبکی	shbki
شبہ	shuba
شبہات	shubhat
شبیر	shabir
شبینہ	shabinah
شبیہ	shabeeh
شبے	shay
شتر	shutar
شتروگھن	shtroghn
شتونگ	shtong
شتہ	sht_h
شتی	shte
شتیلہ	shtilh
شجاع	shuja
شجاعت	shujaiat
شجر	shajar
شجرہ	shajrah
شجرۂ	shajrah
شجری	shajri
شجیع	shajie
شحص	shhs
شحض	shhz
شحم	shaham
شخص	shakhs
شخصوں	shakhson
شخصيات	shaksiaat
شخصی	shakhsi
شخصیات	shaksiaat
شخصیت	shakhsiyat
شخصیتوں	shakhsiyation
شخصیتیں	shkhsitin
شد	shud
شداد	shadad
شدت	shiddat
شدو	shdo
شديد	shadeed
شدگان	shdgan
شدہ	shuda
شدی	shdi
شدید	shadeed
شر	shar
شرائط	sharait
شراب	sharaab
شرابور	sharabor
شرابہ	shrab_h
شرابی	sharaabii
شرابیں	sharabain
شرار	sharar
شرارت	shararat
شرارتوں	shararaton
شرارے	sharare
شراعت	sharaat
شرافت	sharafat
شراوت	sherawat
شراکت	shiraakat
شراکتوں	shrakton
شراکتی	shrakti
شراکتیں	shraktin
شربا	shurba
شرجیل	sherjil
شرح	sharah
شرحوں	shrhon
شرحیں	shrhin
شرر	sharer
شرط	shart
شرطوں	shrton
شرطیں	shartain
شرع	shara
شرعی	sharai
شرف	sharf
شرفا	sharfa
شرق	sharq
شرقی	sharqi
شرقیہ	sharqia
شرم	sharam
شرما	sharmaa
شرماتی	sharamati
شرمانے	sharmanay
شرمساری	shararmsari
شرمناک	sharamnaak
شرمندگی	sharmindagi
شرمندہ	sharminda
شرموں	sharmo
شرمی	rabia
شرمین	shermin
شرو	shro
شرود	shrood
شروع	shuru
شروعات	shuruvaat
شروعاتی	shroaati
شروف	shrof
شرومنی	shromni
شري	shree
شريا	shriya
شريعت	shariat
شريف	shareef
شريک	shareek
شرٹ	shirt
شرپسندوں	sharpasandon
شرک	shirk
شرکا	shrka
شرکت	shirkat
شری	shree
شریان	shariyan
شریانوں	sharianon
شریانیں	shareyanien
شریر	shareer
شریعت	shariat
شریعتی	shriati
شریعہ	shreah
شریف	shareef
شریفانہ	sharefana
شریفی	shrifi
شریفین	shrifin
شریمتی	shrimti
شریک	shareek
شستہ	shasta
شش	shash
ششم	shshm
ششماہی	shahmahi
ششی	shshi
شط	sht
شطرنج	shatranj
شعائر	shaer
شعائیں	shuaaein
شعار	shoaar
شعارانہ	shuarana
شعاری	shiari
شعاع	shua
شعاعوں	shu-aon
شعب	shab
شعبان	shabaan
شعبدے	shobdy
شعبوں	shobo
شعبہ	shoba
شعبۂ	shoba
شعبے	shobay
شعر	shair
شعرا	shura
شعراء	shouraa
شعرائے	shuraye
شعروسخن	sharoskhn
شعروشاعری	shero-shayari
شعروں	shairoon
شعری	sheri
شعریت	sheiriyat
شعلوں	shulon
شعلہ	shola
شعلۂ	shola
شعلے	sholay
شعور	shaoor
شعوری	shaori
شعیب	shoiab
شعیرہ	shaeera
شعیوں	shayon
شعیہ	shia
شغف	shughaf
شغل	shugal
شفا	shifa
شفائی	shifai
شفائے	shifaye
شفاخانہ	shafa-khana
شفاخانے	shfakhane
شفاعت	shafaat
شفاف	shafaaf
شفافیت	shfafit
شفع	shafa
شفق	shafaq
شفقت	shafqat
شفيع	shafi
شفٹ	shft
شفیع	shafi
شفیق	shafeeq
شق	shaqq
شقوں	shaqon
شل	maar
شلر	shalar
شلنگ	shilling
شلوار	shlwar
شمائل	shamail
شمار	shumaar
شماروں	shmaron
شمارہ	shumara
شماری	shumari
شماریات	shumariyat
شماریاتی	shmaryati
شمارے	shmare
شماس	shamaas
شمال	shumal
شمالي	shumali
شمالی	shumali
شمر	shamer
شمس	shams
شمسہ	shamsah
شمسی	shamsi
شمش	shamsh
شمشاد	shamshad
شمشیر	shamsheer
شمع	shama
شمعون	shamoon
شمعیں	shammen
شمل	shml
شملہ	shamla
شملے	shimle
شمن	shmn
شمول	bah
شموليت	shamoliat
شمولیت	shamoliat
شمی	shammi
شمیل	fehrist
شمیم	shamem
شن	shan
شناخت	shanakht
شناختی	shanakhti
شنار	shanar
شناس	shanaas
شناسا	shanasa
شناسائی	shanasaai
شناسوں	shnason
شناسي	shanasi
شناسی	shanasi
شنتو	shnto
شنوائی	shanwai
شنکانسن	shnkansn
شنکر	shankar
شنگ	shang
شنگرف	shangraf
شنگھائی	shnghayi
شنہشاہ	shnhshah
شنی	shni
شنید	shaneed
شو	show
شوئی	shoi
شوال	shawaal
شوانند	shwannd
شواہد	shawahid
شوبز	showbiz
شوخ	shokh
شوخی	shokhi
شوخیاں	shokhiyan
شودر	shudder
شور	shore
شورا	shora
شوربہ	shorba
شورش	shorish
شورشوں	shorshon
شورشیں	shorshin
شورو	shoro
شوروغل	shuroghul
شورکوٹ	shorkot
شورہ	shoora
شوری	shoora
شوریدہ	shoridaa
شورے	shooray
شوز	shows
شوشہ	shosh_h
شوشے	shoshe
شوق	shoq
شوقی	shoqi
شوقین	shoqeen
شوقیہ	shoqia
شولر	sholr
شولڈ	shold
شولڈر	shoulder
شون	shown
شوٹ	shot
شوٹر	shooter
شوٹنگ	shooting
شوپر	shoper
شوکت	shaukat
شوکی	shoki
شوگر	sugar
شوگران	shogran
شوگن	shogn
شوھر	shohar
شوہر	shohar
شوہروں	shohron
شيخ	sheikh
شيلڈ	shild
شٹر	shtr
شٹل	shuttle
شپ	ship
شپنگ	shipping
شک	shak
شکائت	ki
شکائی	shkayi
شکار	shikaar
شکارپور	shkarpor
شکاری	shikari
شکاریوں	shikarion
شکاگو	chicago
شکایات	shikayaat
شکایت	shikayat
شکایتں	shikayatein
شکایتیں	shikaytein
شکت	shikat
شکتی	shakti
شکر	shukar
شکراللہ	shkrallh
شکرانہ	shukrana
شکرانے	shkrane
شکرگڑھ	shkrgrhh
شکریہ	shukriya
شکست	shikast
شکستوں	shikaston
شکستگی	shikastagi
شکستہ	shakista
شکشت	shksht
شکل	shakal
شکلا	shakla
شکلوں	shaklon
شکلی	koi
شکلیں	shakalain
شکم	shikam
شکن	shikan
شکنجے	shikanjay
شکنوں	shknon
شکنی	shikni
شکور	shkor
شکوک	shukook
شکوہ	shikwah
شکوے	shikway
شکی	shakki
شکیب	shkib
شکیل	shakeel
شگاف	shagaaf
شگافوں	shigafon
شگافی	shigafi
شگفتگی	shaguftagi
شگفتہ	shagufata
شگن	shgn
شگوفے	shagofay
شگون	shagoon
شگونی	shugooni
شھر	shehar
شہ	sheh
شہاب	shahab
شہابی	shahaabi
شہابیوں	sh_habyon
شہادت	shahadat
شہادتوں	sh_hadton
شہادتیں	shadatain
شہامت	shahamat
شہباز	shahbaz
شہتیروں	shahteeron
شہد	shehad
شہدا	shohada
شہداء	sho-hada
شہدائے	sh_hdaye
شہدادپور	sh_hdadpor
شہدادکوٹ	shadadkot
شہر	shehar
شہربانو	sherbano
شہرت	shohrat
شہرزاد	sherzad
شہرستانی	sh_hrstani
شہرسے	sh_hrse
شہرمیں	sh_hrmin
شہروں	shehron
شہرکراچی	sh_hrkrachi
شہرہ	shahrah
شہرۂ	shahrah
شہری	shehri
شہریار	shehryar
شہریت	shehriat
شہریوں	shehrion
شہزاد	shahzad
شہزادوں	shehzaada
شہزادہ	shehzada
شہزادۂ	shehzada
شہزادی	shehzadi
شہزادیاں	shehzaadiyan
شہزادیوں	sh_hzadyon
شہزادے	sahebzaade
شہسوار	sehsawar
شہسواری	shehswari
شہلا	shehla
شہنائی	shehnaee
شہناز	shehnaz
شہنشاہ	shenshah
شہنشاہوں	sh_hnshahon
شہنشاہیت	sh_hnshahit
شہوانی	shehwani
شہوت	shehwat
شہود	sh_hod
شہکی	shehki
شہید	shaheed
شہیدان	shaheedan
شہیداں	sh_hidan
شہیدوں	shaheedon
شی	she
شیئر	share
شیئرز	shiyrz
شیئرنگ	sharing
شیاطین	shyatin
شیام	shyam
شیبان	shaiban
شیبانی	shibani
شیخ	sheikh
شیخو	shikho
شیخوپورہ	sheikhupura
شید	shid
شیدا	shaida
شیدائی	shedai
شیدی	shidi
شیر	sher
شیرا	sheera
شیراز	shiraz
شیرازہ	sharazah
شیرازی	sharazy
شیرانوالہ	sheranwala
شیرانی	shirani
شیراک	shirak
شیراں	shiran
شیرخوار	shirkhwar
شیرخوارگی	shirkhwargi
شیردل	sherdil
شیرشاہ	shirshah
شیرنی	sherni
شیروانی	shirwani
شیرومانی	shiromani
شیرون	sheron
شیروں	sheron
شیرٹن	shirtn
شیرپاؤ	shirpao
شیرۂ	sheerah
شیری	shery
شیرین	sheereen
شیرینی	sheereeni
شیریں	sheree
شیز	shiz
شیزا	musheer
شیزی	shizi
شیش	sheesh
شیشم	sheesham
شیشوں	sheeshon
شیشہ	sheesha
شیشی	sheeshi
شیشے	sheeshay
شیطان	shetan
شیطانوں	shaitano
شیطانی	shaytani
شیعان	shiaan
شیعت	shiat
شیعوں	shiaon
شیعہ	shiah
شیعیت	shiayt
شیفتہ	sheefta
شیفیلڈ	shifild
شیل	shall
شیلا	sheela
شیلانگ	paiir
شیلف	shilf
شیلنگ	shelling
شیلڈ	shild
شیلی	shelly
شیما	shima
شین	shin
شینا	shina
شیو	shave
شیوا	shaivaa
شیواجی	shiwaji
شیوخ	shyokh
شیون	shewan
شیوہ	shewa
شیٹ	sheet
شیٹی	shetty
شیپ	shape
شیڈول	schedule
شیڈیول	shidyol
شیکسپئر	shikspyr
شیکسپیئر	shakspeare
شیکل	shackle
شیکھر	shikhr
شیہان	shihan
شے	shai
ص	s
صا	sa
صائب	saib
صائم	saim
صائمہ	saima
صابر	sabir
صابرہ	sabra
صابری	sabri
صابن	sabun
صابی	sabi
صاحب	sahib
صاحبان	sahiban
صاحبزادوں	sahbzadon
صاحبزادہ	sahibzadah
صاحبزادی	sahebzadi
صاحبزادیاں	sahbzadyan
صاحبزادیوں	sahbzadyon
صاحبزادے	sahibzaday
صاحبہ	sahibaa
صادر	sadir
صادق	sadiq
صادقین	sadqain
صارف	sarif
صارفین	sarfeen
صاعقہ	saiqa
صاف	saaf
صافہ	safah
صافی	saafi
صالح	saleh
صالحہ	saleha
صانع	sanie
صبا	saba
صباح	sabah
صبح	subah
صبحوں	subahon
صبر	sabr
صبری	sabri
صبغت	sabghat
صبوحی	saboohi
صبیح	sabih
صبیحہ	sabiha
صحابہ	sahaba
صحابۂ	sahaba
صحابی	sahabi
صحابیہ	sahabia
صحارا	sahara
صحارہ	sharh
صحافت	sahaafat
صحافتی	sahafti
صحافی	sahafi
صحافیانہ	shafyanh
صحافیوں	sahafion
صحبت	sohbat
صحبتوں	sohbaton
صحت	sahet
صحرا	sehraa
صحراؤں	sahraoon
صحرائي	sahrayi
صحرائی	sahrayi
صحرائے	sehraye
صحفہ	shfh
صحن	sehan
صحيح	sahih
صحیح	sahih
صحیفہ	sahifah
صحیفے	saheefay
صخر	sakhar
صخرہ	sakhra
صد	sad
صدا	sada
صدائوں	sadaoon
